0,70,140,0
0,70,140,0.01
0,70,140,0.02
0,69.999,140,0.03
0,69.999,140,0.04
0,69.997,139.99,0.05
0,69.996,139.99,0.06
0,69.993,139.98,0.07
0,69.99,139.98,0.08
0,69.986,139.97,0.09
0,69.981,139.95,0.1
0,69.974,139.94,0.11
0,69.967,139.92,0.12
0,69.959,139.9,0.13
0,69.949,139.88,0.14
0,69.937,139.85,0.15
0,69.925,139.82,0.16
0,69.91,139.79,0.17
0,69.894,139.75,0.18
0,69.877,139.71,0.19
0,69.857,139.66,0.2
0,69.836,139.61,0.21
0,69.813,139.56,0.22
0,69.788,139.5,0.23
0,69.761,139.44,0.24
0,69.732,139.37,0.25
0,69.701,139.3,0.26
0,69.668,139.22,0.27
0,69.633,139.14,0.28
0,69.596,139.05,0.29
0,69.556,138.96,0.3
0,69.514,138.86,0.31
0,69.47,138.76,0.32
0,69.424,138.65,0.33
0,69.375,138.53,0.34
0,69.324,138.41,0.35
0,69.271,138.29,0.36
0,69.215,138.16,0.37
0,69.157,138.02,0.38
0,69.097,137.88,0.39
0,69.034,137.73,0.4
0,68.968,137.58,0.41
0,68.901,137.42,0.42
0,68.831,137.25,0.43
0,68.758,137.08,0.44
0,68.683,136.91,0.45
0,68.606,136.72,0.46
0,68.526,136.54,0.47
0,68.444,136.34,0.48
0,68.36,136.15,0.49
0,68.273,135.94,0.5
0,68.184,135.73,0.51
0,68.092,135.52,0.52
0,67.999,135.3,0.53
0,67.902,135.07,0.54
0,67.804,134.84,0.55
0,67.704,134.6,0.56
0,67.601,134.36,0.57
0,67.496,134.12,0.58
0,67.389,133.86,0.59
0,67.279,133.61,0.6
0,67.168,133.35,0.61
0,67.054,133.08,0.62
0,66.939,132.81,0.63
0,66.821,132.53,0.64
0,66.702,132.25,0.65
0,66.58,131.97,0.66
0,66.457,131.68,0.67
0,66.332,131.38,0.68
0,66.205,131.08,0.69
0,66.076,130.78,0.7
0,65.946,130.48,0.71
0,65.814,130.17,0.72
0,65.68,129.85,0.73
0,65.545,129.53,0.74
0,65.409,129.21,0.75
0,65.27,128.89,0.76
0,65.131,128.56,0.77
0,64.99,128.23,0.78
0,64.847,127.89,0.79
0,64.704,127.56,0.8
0,64.559,127.22,0.81
0,64.413,126.87,0.82
0,64.266,126.53,0.83
0,64.118,126.18,0.84
0,63.969,125.83,0.85
0,63.819,125.48,0.86
0,63.669,125.13,0.87
0,63.517,124.77,0.88
0,63.365,124.41,0.89
0,63.212,124.05,0.9
0,63.058,123.69,0.91
0,62.904,123.33,0.92
0,62.749,122.97,0.93
0,62.594,122.6,0.94
0,62.439,122.24,0.95
0,62.283,121.87,0.96
0,62.127,121.5,0.97
0,61.971,121.14,0.98
0,61.815,120.77,0.99
0,61.658,120.4,1
0,61.502,120.03,1.01
0,61.345,119.67,1.02
0,61.189,119.3,1.03
0,61.033,118.93,1.04
0,60.877,118.57,1.05
0,60.722,118.2,1.06
0,60.567,117.84,1.07
0,60.412,117.47,1.08
0,60.258,117.11,1.09
0,60.104,116.75,1.1
0,59.951,116.39,1.11
0,59.799,116.03,1.12
0,59.648,115.68,1.13
0,59.497,115.32,1.14
0,59.347,114.97,1.15
0,59.198,114.62,1.16
0,59.05,114.27,1.17
0,58.903,113.93,1.18
0,58.757,113.59,1.19
0,58.612,113.25,1.2
0,58.469,112.91,1.21
0,58.327,112.57,1.22
0,58.186,112.24,1.23
0,58.046,111.92,1.24
0,57.908,111.59,1.25
0,57.771,111.27,1.26
0,57.636,110.95,1.27
0,57.502,110.64,1.28
0,57.37,110.33,1.29
0,57.24,110.02,1.3
0,57.111,109.72,1.31
0,56.984,109.42,1.32
0,56.859,109.13,1.33
0,56.736,108.84,1.34
0,56.614,108.55,1.35
0,56.495,108.27,1.36
0,56.377,108,1.37
0,56.262,107.72,1.38
0,56.148,107.46,1.39
0,56.037,107.2,1.4
0,55.928,106.94,1.41
0,55.821,106.69,1.42
0,55.716,106.44,1.43
0,55.613,106.2,1.44
0,55.512,105.96,1.45
0,55.414,105.73,1.46
0,55.318,105.51,1.47
0,55.224,105.29,1.48
0,55.132,105.07,1.49
0,55.043,104.86,1.5
0,54.956,104.66,1.51
0,54.872,104.46,1.52
0,54.79,104.27,1.53
0,54.71,104.08,1.54
0,54.633,103.9,1.55
0,54.558,103.72,1.56
0,54.486,103.55,1.57
0,54.416,103.39,1.58
0,54.348,103.23,1.59
0,54.283,103.07,1.6
0,54.22,102.93,1.61
0,54.159,102.78,1.62
0,54.101,102.65,1.63
0,54.045,102.52,1.64
0,53.992,102.39,1.65
0,53.941,102.27,1.66
0,53.892,102.16,1.67
0,53.846,102.05,1.68
0,53.802,101.95,1.69
0,53.76,101.85,1.7
0,53.721,101.75,1.71
0,53.683,101.67,1.72
0,53.648,101.58,1.73
0,53.615,101.51,1.74
0,53.584,101.43,1.75
0,53.555,101.37,1.76
0,53.528,101.3,1.77
0,53.503,101.24,1.78
0,53.48,101.19,1.79
0,53.459,101.14,1.8
0,53.44,101.09,1.81
0,53.422,101.05,1.82
0,53.406,101.01,1.83
0,53.392,100.98,1.84
0,53.379,100.95,1.85
0,53.368,100.92,1.86
0,53.358,100.9,1.87
0,53.349,100.88,1.88
0,53.342,100.86,1.89
0,53.336,100.85,1.9
0,53.33,100.84,1.91
0,53.326,100.83,1.92
0,53.323,100.82,1.93
0,53.321,100.81,1.94
0,53.319,100.81,1.95
0,53.318,100.81,1.96
0,53.317,100.81,1.97
0,53.316,100.8,1.98
0,53.316,100.8,1.99
0,53.316,100.8,2
