0,67.199,126.19,0
0,67.199,126.19,0.01
0,67.199,126.19,0.02
0,67.199,126.19,0.03
0,67.199,126.19,0.04
0,67.199,126.19,0.05
0,67.2,126.19,0.06
0,67.2,126.19,0.07
0,67.201,126.19,0.08
0,67.201,126.2,0.09
0,67.202,126.2,0.1
0,67.203,126.21,0.11
0,67.205,126.21,0.12
0,67.206,126.22,0.13
0,67.208,126.23,0.14
0,67.21,126.24,0.15
0,67.212,126.25,0.16
0,67.214,126.26,0.17
0,67.217,126.27,0.18
0,67.22,126.29,0.19
0,67.223,126.3,0.2
0,67.227,126.32,0.21
0,67.23,126.34,0.22
0,67.235,126.36,0.23
0,67.239,126.38,0.24
0,67.244,126.41,0.25
0,67.249,126.43,0.26
0,67.255,126.46,0.27
0,67.261,126.49,0.28
0,67.267,126.52,0.29
0,67.274,126.55,0.3
0,67.281,126.59,0.31
0,67.288,126.62,0.32
0,67.296,126.66,0.33
0,67.304,126.7,0.34
0,67.313,126.74,0.35
0,67.321,126.79,0.36
0,67.331,126.84,0.37
0,67.341,126.88,0.38
0,67.351,126.93,0.39
0,67.361,126.99,0.4
0,67.372,127.04,0.41
0,67.384,127.1,0.42
0,67.395,127.15,0.43
0,67.408,127.21,0.44
0,67.42,127.28,0.45
0,67.433,127.34,0.46
0,67.446,127.41,0.47
0,67.46,127.47,0.48
0,67.474,127.54,0.49
0,67.489,127.62,0.5
0,67.504,127.69,0.51
0,67.519,127.76,0.52
0,67.535,127.84,0.53
0,67.551,127.92,0.54
0,67.568,128,0.55
0,67.585,128.09,0.56
0,67.602,128.17,0.57
0,67.619,128.26,0.58
0,67.637,128.35,0.59
0,67.656,128.44,0.6
0,67.675,128.53,0.61
0,67.694,128.62,0.62
0,67.713,128.72,0.63
0,67.733,128.82,0.64
0,67.753,128.92,0.65
0,67.773,129.02,0.66
0,67.794,129.12,0.67
0,67.815,129.22,0.68
0,67.836,129.33,0.69
0,67.858,129.43,0.7
0,67.88,129.54,0.71
0,67.902,129.65,0.72
0,67.924,129.76,0.73
0,67.947,129.87,0.74
0,67.97,129.99,0.75
0,67.993,130.1,0.76
0,68.017,130.22,0.77
0,68.04,130.33,0.78
0,68.064,130.45,0.79
0,68.088,130.57,0.8
0,68.112,130.69,0.81
0,68.137,130.81,0.82
0,68.162,130.93,0.83
0,68.186,131.06,0.84
0,68.212,131.18,0.85
0,68.237,131.3,0.86
0,68.262,131.43,0.87
0,68.287,131.55,0.88
0,68.313,131.68,0.89
0,68.339,131.81,0.9
0,68.364,131.93,0.91
0,68.39,132.06,0.92
0,68.416,132.19,0.93
0,68.442,132.32,0.94
0,68.468,132.45,0.95
0,68.495,132.58,0.96
0,68.521,132.7,0.97
0,68.547,132.83,0.98
0,68.573,132.96,0.99
0,68.6,133.09,1
0,68.626,133.22,1.01
0,68.652,133.35,1.02
0,68.678,133.48,1.03
0,68.704,133.61,1.04
0,68.731,133.74,1.05
0,68.757,133.87,1.06
0,68.783,134,1.07
0,68.809,134.12,1.08
0,68.835,134.25,1.09
0,68.86,134.38,1.1
0,68.886,134.51,1.11
0,68.912,134.63,1.12
0,68.937,134.76,1.13
0,68.962,134.88,1.14
0,68.988,135.01,1.15
0,69.013,135.13,1.16
0,69.037,135.25,1.17
0,69.062,135.37,1.18
0,69.087,135.49,1.19
0,69.111,135.61,1.2
0,69.135,135.73,1.21
0,69.159,135.85,1.22
0,69.183,135.97,1.23
0,69.206,136.08,1.24
0,69.229,136.2,1.25
0,69.252,136.31,1.26
0,69.275,136.42,1.27
0,69.297,136.53,1.28
0,69.319,136.64,1.29
0,69.341,136.75,1.3
0,69.363,136.86,1.31
0,69.384,136.96,1.32
0,69.405,137.07,1.33
0,69.426,137.17,1.34
0,69.446,137.27,1.35
0,69.466,137.37,1.36
0,69.486,137.47,1.37
0,69.505,137.56,1.38
0,69.525,137.65,1.39
0,69.543,137.75,1.4
0,69.562,137.84,1.41
0,69.58,137.93,1.42
0,69.597,138.01,1.43
0,69.614,138.1,1.44
0,69.631,138.18,1.45
0,69.648,138.26,1.46
0,69.664,138.34,1.47
0,69.68,138.42,1.48
0,69.695,138.5,1.49
0,69.71,138.57,1.5
0,69.725,138.64,1.51
0,69.739,138.71,1.52
0,69.753,138.78,1.53
0,69.766,138.85,1.54
0,69.779,138.91,1.55
0,69.792,138.97,1.56
0,69.804,139.03,1.57
0,69.815,139.09,1.58
0,69.827,139.15,1.59
0,69.838,139.2,1.6
0,69.848,139.25,1.61
0,69.858,139.3,1.62
0,69.868,139.35,1.63
0,69.878,139.4,1.64
0,69.887,139.44,1.65
0,69.895,139.48,1.66
0,69.903,139.52,1.67
0,69.911,139.56,1.68
0,69.918,139.6,1.69
0,69.925,139.63,1.7
0,69.932,139.67,1.71
0,69.938,139.7,1.72
0,69.944,139.73,1.73
0,69.95,139.75,1.74
0,69.955,139.78,1.75
0,69.96,139.8,1.76
0,69.964,139.82,1.77
0,69.969,139.85,1.78
0,69.972,139.86,1.79
0,69.976,139.88,1.8
0,69.979,139.9,1.81
0,69.982,139.91,1.82
0,69.985,139.93,1.83
0,69.987,139.94,1.84
0,69.989,139.95,1.85
0,69.991,139.96,1.86
0,69.993,139.97,1.87
0,69.994,139.97,1.88
0,69.996,139.98,1.89
0,69.997,139.98,1.9
0,69.998,139.99,1.91
0,69.998,139.99,1.92
0,69.999,139.99,1.93
0,69.999,140,1.94
0,70,140,1.95
0,70,140,1.96
0,70,140,1.97
0,70,140,1.98
0,70,140,1.99
0,70,140,2
